Namespace(method='qvit_lsq_qsam_sam', variant='B_32', nbits=4, data_path='/workspace/AOQ-main/AO_QAT/data', download=False, input_size=224, epochs=100, batch_size=64, workers=8, lr=0.0005, min_lr=1e-05, weight_decay=0.05, device='cuda', seed=42, output_dir='/workspace/AOQ-main/runs/google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5_wandb_20260718_095229', finetune='auto', no_finetune=False, qsam_ratio=0.001, qsam_rho=0.5, qsam_warmup_epochs=5, debug_train_batches=0, debug_val_batches=0, print_freq=20, wandb=True, wandb_project='aoq-vit-qat', wandb_entity=None, wandb_run_name='google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5')
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: solhee0912 (solhee0912-kookmin-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/AOQ-main/AO_QAT/vit_qvit_cifar/wandb/run-20260718_095243-lsu6ur57
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5
wandb: ⭐️ View project at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat
wandb: 🚀 View run at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat/runs/lsu6ur57
[google-vit] source repo: /workspace/AOQ-main/third_party/vision_transformer
train step=180 loss=0.8395 sam_loss=1.3253 avg_loss=0.9739 acc1=82.81
train step=200 loss=1.2301 sam_loss=1.9028 avg_loss=0.9769 acc1=70.31
train step=220 loss=1.1030 sam_loss=1.6850 avg_loss=0.9750 acc1=73.44
train step=240 loss=0.9942 sam_loss=1.5213 avg_loss=0.9797 acc1=76.56
train step=260 loss=1.1837 sam_loss=1.7492 avg_loss=0.9829 acc1=71.88
train step=280 loss=0.9267 sam_loss=1.4311 avg_loss=0.9845 acc1=79.69
train step=300 loss=1.2795 sam_loss=1.8729 avg_loss=0.9855 acc1=73.44
train step=320 loss=0.9003 sam_loss=1.4329 avg_loss=0.9837 acc1=78.12
train step=340 loss=1.0200 sam_loss=1.5972 avg_loss=0.9870 acc1=70.31
train step=360 loss=0.9129 sam_loss=1.4123 avg_loss=0.9863 acc1=79.69
train step=380 loss=1.1279 sam_loss=1.5952 avg_loss=0.9835 acc1=70.31
train step=400 loss=0.9333 sam_loss=1.4175 avg_loss=0.9855 acc1=76.56
train step=420 loss=1.1187 sam_loss=1.6488 avg_loss=0.9861 acc1=76.56
train step=440 loss=1.2867 sam_loss=1.7774 avg_loss=0.9868 acc1=71.88
train step=460 loss=0.8520 sam_loss=1.3798 avg_loss=0.9862 acc1=82.81
train step=480 loss=0.8947 sam_loss=1.3912 avg_loss=0.9896 acc1=76.56
train step=500 loss=0.9704 sam_loss=1.4718 avg_loss=0.9911 acc1=71.88
train step=520 loss=1.0556 sam_loss=1.6484 avg_loss=0.9916 acc1=71.88
train step=540 loss=0.9394 sam_loss=1.4191 avg_loss=0.9931 acc1=81.25
train step=560 loss=1.1477 sam_loss=1.7280 avg_loss=0.9932 acc1=73.44
train step=580 loss=0.6231 sam_loss=1.1679 avg_loss=0.9915 acc1=89.06
train step=600 loss=1.0474 sam_loss=1.6183 avg_loss=0.9930 acc1=73.44
train step=620 loss=1.1835 sam_loss=1.6994 avg_loss=0.9942 acc1=67.19
train step=640 loss=0.7411 sam_loss=1.2199 avg_loss=0.9909 acc1=82.81
train step=660 loss=0.8300 sam_loss=1.3285 avg_loss=0.9891 acc1=82.81
train step=680 loss=0.8882 sam_loss=1.4275 avg_loss=0.9887 acc1=78.12
train step=700 loss=0.9366 sam_loss=1.4441 avg_loss=0.9898 acc1=78.12
train step=720 loss=1.1167 sam_loss=1.6546 avg_loss=0.9912 acc1=73.44
train step=740 loss=1.0973 sam_loss=1.6271 avg_loss=0.9901 acc1=73.44
train step=760 loss=1.0248 sam_loss=1.5537 avg_loss=0.9928 acc1=75.00
train step=780 loss=0.7635 sam_loss=1.2684 avg_loss=0.9926 acc1=82.81
epoch=49 train_acc1=75.902 val_acc1=89.150 val_acc5=98.780 best=89.570
train step=0 loss=1.2131 sam_loss=1.7133 avg_loss=1.2131 acc1=73.44
train step=20 loss=0.8970 sam_loss=1.3728 avg_loss=1.0127 acc1=78.12
train step=40 loss=0.8036 sam_loss=1.3109 avg_loss=1.0103 acc1=84.38
train step=60 loss=1.1628 sam_loss=1.7109 avg_loss=1.0293 acc1=70.31
train step=80 loss=1.0277 sam_loss=1.5000 avg_loss=1.0265 acc1=73.44
train step=100 loss=1.2108 sam_loss=1.7320 avg_loss=1.0152 acc1=70.31
train step=120 loss=0.9618 sam_loss=1.4905 avg_loss=1.0148 acc1=82.81
train step=140 loss=1.0678 sam_loss=1.6016 avg_loss=1.0147 acc1=71.88
train step=160 loss=0.8562 sam_loss=1.3110 avg_loss=1.0125 acc1=81.25
train step=180 loss=1.0102 sam_loss=1.5146 avg_loss=1.0073 acc1=78.12
train step=200 loss=0.8891 sam_loss=1.3665 avg_loss=1.0036 acc1=79.69
train step=220 loss=1.0442 sam_loss=1.5703 avg_loss=1.0004 acc1=73.44
train step=240 loss=0.8236 sam_loss=1.3198 avg_loss=0.9968 acc1=76.56
train step=260 loss=1.1931 sam_loss=1.7121 avg_loss=0.9945 acc1=70.31
train step=280 loss=0.8341 sam_loss=1.4126 avg_loss=0.9906 acc1=78.12
train step=300 loss=0.7272 sam_loss=1.3027 avg_loss=0.9921 acc1=81.25
train step=320 loss=0.8755 sam_loss=1.3258 avg_loss=0.9913 acc1=79.69
train step=340 loss=1.1720 sam_loss=1.7166 avg_loss=0.9877 acc1=70.31
train step=360 loss=0.8076 sam_loss=1.2935 avg_loss=0.9844 acc1=79.69
train step=380 loss=0.9102 sam_loss=1.4509 avg_loss=0.9831 acc1=79.69
train step=400 loss=0.7686 sam_loss=1.2694 avg_loss=0.9820 acc1=73.44
train step=420 loss=0.9493 sam_loss=1.5298 avg_loss=0.9841 acc1=76.56
train step=440 loss=0.8038 sam_loss=1.2776 avg_loss=0.9854 acc1=79.69
train step=460 loss=0.7747 sam_loss=1.2358 avg_loss=0.9850 acc1=79.69
train step=480 loss=0.9417 sam_loss=1.4646 avg_loss=0.9851 acc1=78.12
train step=500 loss=1.0020 sam_loss=1.5517 avg_loss=0.9865 acc1=70.31
train step=520 loss=0.9277 sam_loss=1.4096 avg_loss=0.9866 acc1=78.12
train step=540 loss=0.9425 sam_loss=1.5100 avg_loss=0.9862 acc1=75.00
train step=560 loss=1.0954 sam_loss=1.5996 avg_loss=0.9865 acc1=75.00
train step=580 loss=1.1158 sam_loss=1.6876 avg_loss=0.9867 acc1=73.44
train step=600 loss=0.9459 sam_loss=1.4502 avg_loss=0.9878 acc1=81.25
train step=620 loss=1.1627 sam_loss=1.6637 avg_loss=0.9890 acc1=71.88
train step=640 loss=0.7729 sam_loss=1.2912 avg_loss=0.9882 acc1=81.25
train step=660 loss=0.9738 sam_loss=1.4804 avg_loss=0.9874 acc1=75.00
train step=680 loss=1.4159 sam_loss=2.0077 avg_loss=0.9883 acc1=62.50
train step=700 loss=0.9117 sam_loss=1.4319 avg_loss=0.9887 acc1=76.56
train step=720 loss=0.8061 sam_loss=1.3315 avg_loss=0.9878 acc1=78.12
train step=740 loss=0.9084 sam_loss=1.2864 avg_loss=0.9853 acc1=82.81
train step=760 loss=1.0172 sam_loss=1.5135 avg_loss=0.9856 acc1=73.44
train step=780 loss=1.3923 sam_loss=2.0195 avg_loss=0.9854 acc1=64.06
epoch=50 train_acc1=76.064 val_acc1=89.320 val_acc5=98.820 best=89.570
train step=0 loss=1.0920 sam_loss=1.6760 avg_loss=1.0920 acc1=70.31
train step=20 loss=0.8535 sam_loss=1.3488 avg_loss=0.9385 acc1=82.81
train step=40 loss=1.1860 sam_loss=1.7080 avg_loss=0.9353 acc1=70.31
train step=60 loss=1.0715 sam_loss=1.6108 avg_loss=0.9472 acc1=76.56
train step=80 loss=1.0500 sam_loss=1.7069 avg_loss=0.9479 acc1=71.88
train step=100 loss=1.0556 sam_loss=1.5624 avg_loss=0.9507 acc1=65.62
train step=120 loss=1.2618 sam_loss=1.8375 avg_loss=0.9663 acc1=68.75
train step=140 loss=1.1448 sam_loss=1.6628 avg_loss=0.9676 acc1=70.31
train step=160 loss=0.7961 sam_loss=1.3654 avg_loss=0.9612 acc1=84.38
train step=180 loss=1.0059 sam_loss=1.5714 avg_loss=0.9614 acc1=78.12
train step=200 loss=0.9396 sam_loss=1.4950 avg_loss=0.9613 acc1=76.56
train step=220 loss=0.9582 sam_loss=1.4419 avg_loss=0.9605 acc1=75.00
train step=240 loss=0.9643 sam_loss=1.5020 avg_loss=0.9602 acc1=71.88
train step=260 loss=1.2330 sam_loss=1.8107 avg_loss=0.9650 acc1=71.88
train step=280 loss=1.1627 sam_loss=1.7029 avg_loss=0.9628 acc1=71.88
train step=300 loss=0.8230 sam_loss=1.2874 avg_loss=0.9644 acc1=84.38
train step=320 loss=1.3049 sam_loss=1.8455 avg_loss=0.9644 acc1=65.62
train step=340 loss=0.9085 sam_loss=1.3777 avg_loss=0.9617 acc1=78.12
train step=360 loss=0.6557 sam_loss=1.1968 avg_loss=0.9650 acc1=82.81
train step=380 loss=1.1227 sam_loss=1.6570 avg_loss=0.9639 acc1=71.88
train step=400 loss=0.7729 sam_loss=1.2273 avg_loss=0.9672 acc1=81.25
train step=420 loss=0.9929 sam_loss=1.4514 avg_loss=0.9663 acc1=78.12
train step=440 loss=1.3181 sam_loss=1.8545 avg_loss=0.9665 acc1=67.19
train step=460 loss=1.0004 sam_loss=1.5392 avg_loss=0.9663 acc1=75.00
train step=480 loss=0.9879 sam_loss=1.5324 avg_loss=0.9678 acc1=79.69
train step=500 loss=0.9392 sam_loss=1.4620 avg_loss=0.9696 acc1=75.00
train step=520 loss=0.7361 sam_loss=1.1937 avg_loss=0.9701 acc1=82.81
train step=540 loss=0.9675 sam_loss=1.4755 avg_loss=0.9710 acc1=76.56
train step=560 loss=1.0503 sam_loss=1.5591 avg_loss=0.9722 acc1=70.31
train step=580 loss=0.7958 sam_loss=1.2634 avg_loss=0.9729 acc1=81.25
train step=600 loss=0.8261 sam_loss=1.2778 avg_loss=0.9758 acc1=82.81
train step=620 loss=0.9860 sam_loss=1.4261 avg_loss=0.9774 acc1=76.56
train step=640 loss=1.0307 sam_loss=1.5988 avg_loss=0.9788 acc1=73.44
train step=660 loss=0.8384 sam_loss=1.3203 avg_loss=0.9774 acc1=78.12
train step=680 loss=1.1988 sam_loss=1.7138 avg_loss=0.9780 acc1=68.75
train step=700 loss=1.4701 sam_loss=2.0301 avg_loss=0.9785 acc1=62.50
train step=720 loss=1.0528 sam_loss=1.5961 avg_loss=0.9792 acc1=71.88
train step=740 loss=1.0170 sam_loss=1.5627 avg_loss=0.9801 acc1=76.56
train step=760 loss=1.0420 sam_loss=1.5430 avg_loss=0.9787 acc1=73.44
train step=780 loss=1.1138 sam_loss=1.6288 avg_loss=0.9801 acc1=75.00
epoch=51 train_acc1=76.098 val_acc1=89.300 val_acc5=98.830 best=89.570
train step=0 loss=0.9988 sam_loss=1.4749 avg_loss=0.9988 acc1=71.88
train step=20 loss=0.5731 sam_loss=0.9803 avg_loss=0.9744 acc1=85.94
train step=40 loss=1.0735 sam_loss=1.5337 avg_loss=0.9593 acc1=76.56
train step=60 loss=1.0018 sam_loss=1.5156 avg_loss=0.9548 acc1=73.44
train step=80 loss=1.0438 sam_loss=1.5165 avg_loss=0.9694 acc1=79.69
train step=100 loss=0.9521 sam_loss=1.4251 avg_loss=0.9758 acc1=75.00
train step=120 loss=1.0363 sam_loss=1.6101 avg_loss=0.9766 acc1=82.81
train step=140 loss=0.7420 sam_loss=1.2534 avg_loss=0.9688 acc1=78.12
train step=160 loss=1.1584 sam_loss=1.7003 avg_loss=0.9707 acc1=71.88
train step=180 loss=0.7776 sam_loss=1.3003 avg_loss=0.9684 acc1=81.25
train step=200 loss=1.0494 sam_loss=1.6085 avg_loss=0.9664 acc1=76.56
train step=220 loss=0.7884 sam_loss=1.2829 avg_loss=0.9606 acc1=84.38
train step=240 loss=1.0803 sam_loss=1.6053 avg_loss=0.9622 acc1=71.88
train step=260 loss=0.8939 sam_loss=1.4030 avg_loss=0.9647 acc1=78.12
train step=280 loss=0.8358 sam_loss=1.2954 avg_loss=0.9625 acc1=78.12
train step=300 loss=1.4885 sam_loss=2.0959 avg_loss=0.9644 acc1=65.62
train step=320 loss=0.8498 sam_loss=1.3337 avg_loss=0.9649 acc1=78.12
train step=340 loss=0.9692 sam_loss=1.5173 avg_loss=0.9659 acc1=78.12
train step=360 loss=1.1345 sam_loss=1.7617 avg_loss=0.9703 acc1=76.56
train step=380 loss=1.0634 sam_loss=1.5682 avg_loss=0.9717 acc1=70.31
train step=400 loss=1.1051 sam_loss=1.5792 avg_loss=0.9712 acc1=73.44
train step=420 loss=0.7207 sam_loss=1.2435 avg_loss=0.9713 acc1=82.81
train step=440 loss=1.1192 sam_loss=1.5894 avg_loss=0.9722 acc1=78.12
train step=460 loss=0.9990 sam_loss=1.5490 avg_loss=0.9699 acc1=81.25
train step=480 loss=0.8174 sam_loss=1.2602 avg_loss=0.9679 acc1=81.25
train step=500 loss=0.7543 sam_loss=1.2841 avg_loss=0.9699 acc1=85.94
train step=520 loss=0.9090 sam_loss=1.4504 avg_loss=0.9686 acc1=79.69
train step=540 loss=0.8610 sam_loss=1.3873 avg_loss=0.9695 acc1=75.00
train step=560 loss=0.9413 sam_loss=1.3996 avg_loss=0.9690 acc1=71.88
train step=580 loss=0.9605 sam_loss=1.5517 avg_loss=0.9698 acc1=73.44
train step=600 loss=0.9160 sam_loss=1.4781 avg_loss=0.9698 acc1=75.00
train step=620 loss=0.7106 sam_loss=1.1760 avg_loss=0.9705 acc1=84.38
train step=640 loss=0.8379 sam_loss=1.3734 avg_loss=0.9718 acc1=78.12
train step=660 loss=0.8612 sam_loss=1.3821 avg_loss=0.9742 acc1=70.31
train step=680 loss=0.8117 sam_loss=1.2764 avg_loss=0.9753 acc1=82.81
train step=700 loss=0.5994 sam_loss=1.0214 avg_loss=0.9742 acc1=82.81
train step=720 loss=0.7716 sam_loss=1.2477 avg_loss=0.9728 acc1=82.81
train step=740 loss=0.8645 sam_loss=1.3830 avg_loss=0.9731 acc1=79.69
train step=760 loss=1.1369 sam_loss=1.7822 avg_loss=0.9743 acc1=67.19
train step=780 loss=0.9857 sam_loss=1.5341 avg_loss=0.9739 acc1=75.00
epoch=52 train_acc1=76.296 val_acc1=89.470 val_acc5=98.770 best=89.570
train step=0 loss=0.7279 sam_loss=1.2081 avg_loss=0.7279 acc1=82.81
train step=20 loss=0.8764 sam_loss=1.4598 avg_loss=0.8951 acc1=76.56
train step=40 loss=1.3804 sam_loss=1.9908 avg_loss=0.9142 acc1=65.62
train step=60 loss=0.9813 sam_loss=1.4563 avg_loss=0.9558 acc1=75.00
train step=80 loss=1.0450 sam_loss=1.6416 avg_loss=0.9766 acc1=79.69
train step=100 loss=1.1052 sam_loss=1.6615 avg_loss=0.9787 acc1=70.31
train step=120 loss=1.0263 sam_loss=1.5578 avg_loss=0.9748 acc1=75.00
train step=140 loss=1.3169 sam_loss=1.9165 avg_loss=0.9821 acc1=68.75
train step=160 loss=0.8873 sam_loss=1.3432 avg_loss=0.9835 acc1=78.12
train step=180 loss=1.0127 sam_loss=1.5058 avg_loss=0.9793 acc1=73.44
train step=200 loss=0.9215 sam_loss=1.4080 avg_loss=0.9754 acc1=78.12
train step=220 loss=1.2101 sam_loss=1.8526 avg_loss=0.9754 acc1=67.19
train step=240 loss=0.6359 sam_loss=1.0929 avg_loss=0.9705 acc1=89.06
train step=260 loss=1.0137 sam_loss=1.5508 avg_loss=0.9686 acc1=71.88
train step=280 loss=0.7379 sam_loss=1.2757 avg_loss=0.9648 acc1=85.94
train step=300 loss=1.0500 sam_loss=1.5174 avg_loss=0.9659 acc1=73.44
train step=320 loss=0.9864 sam_loss=1.5279 avg_loss=0.9661 acc1=79.69
train step=340 loss=1.1443 sam_loss=1.6690 avg_loss=0.9690 acc1=70.31
train step=360 loss=0.9257 sam_loss=1.5137 avg_loss=0.9705 acc1=79.69
train step=380 loss=0.7722 sam_loss=1.3154 avg_loss=0.9699 acc1=73.44
train step=400 loss=1.0907 sam_loss=1.6246 avg_loss=0.9695 acc1=73.44
train step=420 loss=1.0251 sam_loss=1.5502 avg_loss=0.9689 acc1=75.00
train step=440 loss=0.9467 sam_loss=1.4377 avg_loss=0.9699 acc1=75.00
train step=460 loss=0.8325 sam_loss=1.3273 avg_loss=0.9665 acc1=79.69
train step=480 loss=0.8602 sam_loss=1.3636 avg_loss=0.9666 acc1=76.56
train step=500 loss=0.7866 sam_loss=1.3384 avg_loss=0.9674 acc1=76.56
train step=520 loss=1.0413 sam_loss=1.5164 avg_loss=0.9673 acc1=71.88
train step=540 loss=1.0124 sam_loss=1.5327 avg_loss=0.9670 acc1=70.31
train step=560 loss=0.7708 sam_loss=1.2822 avg_loss=0.9680 acc1=82.81
train step=580 loss=1.1827 sam_loss=1.7515 avg_loss=0.9701 acc1=70.31
train step=600 loss=1.1094 sam_loss=1.6605 avg_loss=0.9697 acc1=71.88
train step=620 loss=1.2392 sam_loss=1.8052 avg_loss=0.9709 acc1=73.44
train step=640 loss=0.6587 sam_loss=1.1878 avg_loss=0.9707 acc1=82.81
train step=660 loss=1.2390 sam_loss=1.7346 avg_loss=0.9734 acc1=71.88
train step=680 loss=0.9757 sam_loss=1.5579 avg_loss=0.9726 acc1=76.56
train step=700 loss=0.7327 sam_loss=1.2599 avg_loss=0.9722 acc1=81.25
train step=720 loss=0.7644 sam_loss=1.2457 avg_loss=0.9719 acc1=84.38
train step=740 loss=0.6342 sam_loss=1.0950 avg_loss=0.9716 acc1=82.81
train step=760 loss=0.9039 sam_loss=1.3978 avg_loss=0.9705 acc1=78.12
train step=780 loss=1.2296 sam_loss=1.7241 avg_loss=0.9694 acc1=65.62
epoch=53 train_acc1=76.446 val_acc1=89.460 val_acc5=98.840 best=89.570
train step=0 loss=0.9528 sam_loss=1.5073 avg_loss=0.9528 acc1=76.56
train step=20 loss=0.8801 sam_loss=1.4091 avg_loss=0.8831 acc1=79.69
train step=40 loss=0.9755 sam_loss=1.4833 avg_loss=0.9130 acc1=75.00
train step=60 loss=1.1086 sam_loss=1.6334 avg_loss=0.9421 acc1=75.00
train step=80 loss=0.7719 sam_loss=1.2404 avg_loss=0.9475 acc1=81.25
train step=100 loss=0.7622 sam_loss=1.2219 avg_loss=0.9486 acc1=84.38
train step=120 loss=1.2393 sam_loss=1.7339 avg_loss=0.9494 acc1=67.19
train step=140 loss=1.2159 sam_loss=1.7383 avg_loss=0.9572 acc1=71.88
train step=160 loss=0.9687 sam_loss=1.4968 avg_loss=0.9554 acc1=76.56
train step=180 loss=0.7404 sam_loss=1.2770 avg_loss=0.9519 acc1=81.25
train step=200 loss=1.2797 sam_loss=1.9292 avg_loss=0.9525 acc1=71.88
train step=220 loss=1.3451 sam_loss=1.8841 avg_loss=0.9562 acc1=62.50
train step=240 loss=1.0453 sam_loss=1.6109 avg_loss=0.9526 acc1=71.88
train step=260 loss=0.8786 sam_loss=1.4081 avg_loss=0.9517 acc1=81.25
train step=280 loss=0.8590 sam_loss=1.3790 avg_loss=0.9528 acc1=81.25
train step=300 loss=0.8897 sam_loss=1.4117 avg_loss=0.9499 acc1=76.56
train step=320 loss=0.8907 sam_loss=1.3815 avg_loss=0.9505 acc1=82.81
train step=340 loss=1.0315 sam_loss=1.5570 avg_loss=0.9535 acc1=70.31
train step=360 loss=0.9241 sam_loss=1.3899 avg_loss=0.9548 acc1=79.69
train step=380 loss=0.9323 sam_loss=1.4560 avg_loss=0.9498 acc1=76.56
train step=400 loss=1.1354 sam_loss=1.6775 avg_loss=0.9533 acc1=70.31
train step=420 loss=0.7394 sam_loss=1.2210 avg_loss=0.9508 acc1=82.81
train step=440 loss=1.3384 sam_loss=1.8852 avg_loss=0.9523 acc1=68.75
train step=460 loss=0.8721 sam_loss=1.3460 avg_loss=0.9557 acc1=75.00
train step=480 loss=0.8562 sam_loss=1.3966 avg_loss=0.9531 acc1=79.69
train step=500 loss=1.0216 sam_loss=1.6153 avg_loss=0.9545 acc1=70.31
train step=520 loss=1.1359 sam_loss=1.6574 avg_loss=0.9563 acc1=76.56
train step=540 loss=1.0737 sam_loss=1.5702 avg_loss=0.9561 acc1=76.56
train step=560 loss=1.1486 sam_loss=1.6078 avg_loss=0.9556 acc1=68.75
train step=580 loss=0.9088 sam_loss=1.4986 avg_loss=0.9561 acc1=75.00
train step=600 loss=0.7776 sam_loss=1.1898 avg_loss=0.9548 acc1=85.94
train step=620 loss=0.5912 sam_loss=1.0704 avg_loss=0.9543 acc1=90.62
train step=640 loss=1.0559 sam_loss=1.6148 avg_loss=0.9554 acc1=78.12
train step=660 loss=0.7789 sam_loss=1.2129 avg_loss=0.9557 acc1=84.38
train step=680 loss=0.9411 sam_loss=1.4862 avg_loss=0.9559 acc1=79.69
train step=700 loss=1.0854 sam_loss=1.6416 avg_loss=0.9575 acc1=68.75
train step=720 loss=1.2455 sam_loss=1.7821 avg_loss=0.9593 acc1=65.62
train step=740 loss=1.0904 sam_loss=1.6602 avg_loss=0.9588 acc1=75.00
train step=760 loss=1.0600 sam_loss=1.5294 avg_loss=0.9575 acc1=76.56
train step=780 loss=0.8938 sam_loss=1.3162 avg_loss=0.9571 acc1=81.25
epoch=54 train_acc1=76.743 val_acc1=89.520 val_acc5=98.830 best=89.570
train step=0 loss=0.8184 sam_loss=1.3031 avg_loss=0.8184 acc1=81.25
train step=20 loss=0.7662 sam_loss=1.2658 avg_loss=0.9826 acc1=81.25
train step=40 loss=0.7121 sam_loss=1.1633 avg_loss=0.9559 acc1=84.38
train step=60 loss=0.9526 sam_loss=1.4087 avg_loss=0.9679 acc1=79.69
train step=80 loss=1.2349 sam_loss=1.6774 avg_loss=0.9655 acc1=68.75
train step=100 loss=1.0278 sam_loss=1.5650 avg_loss=0.9584 acc1=73.44
train step=120 loss=0.8794 sam_loss=1.3289 avg_loss=0.9546 acc1=81.25
train step=140 loss=1.2668 sam_loss=1.7329 avg_loss=0.9652 acc1=67.19
train step=160 loss=1.0546 sam_loss=1.4777 avg_loss=0.9662 acc1=75.00
train step=180 loss=0.9690 sam_loss=1.5082 avg_loss=0.9621 acc1=70.31
train step=200 loss=1.0914 sam_loss=1.6386 avg_loss=0.9620 acc1=71.88
train step=220 loss=0.9419 sam_loss=1.4658 avg_loss=0.9595 acc1=67.19
train step=240 loss=0.6343 sam_loss=1.1285 avg_loss=0.9541 acc1=85.94
train step=260 loss=0.8764 sam_loss=1.3729 avg_loss=0.9459 acc1=79.69
train step=280 loss=0.9007 sam_loss=1.3667 avg_loss=0.9433 acc1=78.12
train step=300 loss=0.7425 sam_loss=1.2731 avg_loss=0.9429 acc1=81.25
train step=320 loss=0.7348 sam_loss=1.3219 avg_loss=0.9424 acc1=79.69
train step=340 loss=0.9620 sam_loss=1.5168 avg_loss=0.9435 acc1=71.88
train step=360 loss=0.9841 sam_loss=1.4701 avg_loss=0.9452 acc1=78.12
train step=380 loss=0.7924 sam_loss=1.3507 avg_loss=0.9448 acc1=78.12
train step=400 loss=1.0070 sam_loss=1.5839 avg_loss=0.9504 acc1=75.00
train step=420 loss=1.0223 sam_loss=1.6388 avg_loss=0.9537 acc1=67.19
train step=440 loss=1.1088 sam_loss=1.6547 avg_loss=0.9521 acc1=70.31
train step=460 loss=1.1746 sam_loss=1.7522 avg_loss=0.9541 acc1=71.88
train step=480 loss=1.0056 sam_loss=1.5613 avg_loss=0.9529 acc1=78.12
train step=500 loss=0.7532 sam_loss=1.1778 avg_loss=0.9553 acc1=84.38
train step=520 loss=0.6192 sam_loss=1.0689 avg_loss=0.9529 acc1=85.94
train step=540 loss=0.9274 sam_loss=1.4671 avg_loss=0.9514 acc1=75.00
train step=560 loss=1.0660 sam_loss=1.4848 avg_loss=0.9500 acc1=75.00
train step=580 loss=1.2304 sam_loss=1.8210 avg_loss=0.9524 acc1=71.88
train step=600 loss=1.0032 sam_loss=1.5091 avg_loss=0.9524 acc1=75.00
train step=620 loss=0.5209 sam_loss=1.0646 avg_loss=0.9506 acc1=89.06
train step=640 loss=0.8701 sam_loss=1.4053 avg_loss=0.9506 acc1=82.81
train step=660 loss=1.0247 sam_loss=1.6334 avg_loss=0.9503 acc1=76.56
train step=680 loss=0.9518 sam_loss=1.4971 avg_loss=0.9504 acc1=81.25
train step=700 loss=0.8732 sam_loss=1.4845 avg_loss=0.9516 acc1=82.81
train step=720 loss=0.9564 sam_loss=1.5456 avg_loss=0.9512 acc1=73.44
train step=740 loss=0.9920 sam_loss=1.5486 avg_loss=0.9506 acc1=78.12
train step=760 loss=0.7699 sam_loss=1.3094 avg_loss=0.9493 acc1=81.25
train step=780 loss=1.1482 sam_loss=1.6348 avg_loss=0.9509 acc1=71.88
epoch=55 train_acc1=76.939 val_acc1=89.370 val_acc5=98.950 best=89.570
train step=0 loss=0.8904 sam_loss=1.3875 avg_loss=0.8904 acc1=82.81
train step=20 loss=0.7202 sam_loss=1.1792 avg_loss=0.9059 acc1=82.81
train step=40 loss=0.7600 sam_loss=1.2013 avg_loss=0.9277 acc1=84.38
train step=60 loss=0.9687 sam_loss=1.5461 avg_loss=0.9266 acc1=73.44
train step=80 loss=0.7022 sam_loss=1.1585 avg_loss=0.9310 acc1=85.94
train step=100 loss=1.2493 sam_loss=1.8128 avg_loss=0.9343 acc1=65.62
train step=120 loss=0.8547 sam_loss=1.3588 avg_loss=0.9331 acc1=79.69
train step=140 loss=1.0684 sam_loss=1.6323 avg_loss=0.9334 acc1=73.44
train step=160 loss=1.1240 sam_loss=1.6312 avg_loss=0.9345 acc1=67.19
train step=180 loss=1.1587 sam_loss=1.6787 avg_loss=0.9377 acc1=68.75
train step=200 loss=0.7201 sam_loss=1.2050 avg_loss=0.9387 acc1=81.25
train step=220 loss=1.2583 sam_loss=1.8871 avg_loss=0.9447 acc1=70.31
train step=240 loss=0.8494 sam_loss=1.3049 avg_loss=0.9431 acc1=82.81
train step=260 loss=0.8641 sam_loss=1.4698 avg_loss=0.9437 acc1=76.56
train step=280 loss=1.0792 sam_loss=1.6280 avg_loss=0.9414 acc1=76.56
train step=300 loss=0.8918 sam_loss=1.3364 avg_loss=0.9424 acc1=75.00
train step=320 loss=0.9274 sam_loss=1.3874 avg_loss=0.9432 acc1=75.00
train step=340 loss=0.8442 sam_loss=1.2942 avg_loss=0.9428 acc1=79.69
train step=360 loss=1.0632 sam_loss=1.5388 avg_loss=0.9421 acc1=75.00
train step=380 loss=0.9010 sam_loss=1.4778 avg_loss=0.9399 acc1=71.88
train step=400 loss=1.1782 sam_loss=1.6887 avg_loss=0.9397 acc1=75.00
train step=420 loss=0.9735 sam_loss=1.4606 avg_loss=0.9400 acc1=76.56
train step=440 loss=0.8132 sam_loss=1.3941 avg_loss=0.9378 acc1=78.12
train step=460 loss=0.9967 sam_loss=1.4599 avg_loss=0.9415 acc1=73.44
train step=480 loss=0.9997 sam_loss=1.4739 avg_loss=0.9434 acc1=76.56
train step=500 loss=0.9317 sam_loss=1.3789 avg_loss=0.9446 acc1=82.81
train step=520 loss=0.8878 sam_loss=1.4667 avg_loss=0.9435 acc1=75.00
train step=540 loss=0.7096 sam_loss=1.2256 avg_loss=0.9441 acc1=84.38
train step=560 loss=1.2283 sam_loss=1.8156 avg_loss=0.9435 acc1=71.88
train step=580 loss=0.9782 sam_loss=1.5104 avg_loss=0.9451 acc1=78.12
